REGION,FUEL,YEAR,VALUE
GLOBAL,TRAGSLECUXX,2042,486.1812918
GLOBAL,TRAGSLECUXX,2043,514.0383681
GLOBAL,TRAGSLECUXX,2044,543.4915912
GLOBAL,TRAGSLECUXX,2045,574.6324166
GLOBAL,TRAGSLECUXX,2046,607.5575402
GLOBAL,TRAGSLECUXX,2047,642.369198
GLOBAL,TRAGSLECUXX,2048,679.1754842
GLOBAL,TRAGSLECUXX,2049,718.0906865
GLOBAL,TRAGSLECUXX,2050,759.2356408
GLOBAL,TRAJFUECUXX,2023,5.94146376
GLOBAL,TRAJFUECUXX,2024,5.820569722
GLOBAL,TRAJFUECUXX,2025,5.702135577
GLOBAL,TRAJFUECUXX,2026,5.586111274
GLOBAL,TRAJFUECUXX,2027,5.472447777
GLOBAL,TRAJFUECUXX,2028,5.36109705
GLOBAL,TRAJFUECUXX,2029,5.252012034
GLOBAL,TRAJFUECUXX,2030,5.145146627
GLOBAL,TRAJFUECUXX,2031,5.040455666
GLOBAL,TRAJFUECUXX,2032,4.937894906
GLOBAL,TRAJFUECUXX,2033,4.837421003
GLOBAL,TRAJFUECUXX,2034,4.738991494
GLOBAL,TRAJFUECUXX,2035,4.642564782
GLOBAL,TRAJFUECUXX,2036,4.548100114
GLOBAL,TRAJFUECUXX,2037,4.455557567
GLOBAL,TRAJFUECUXX,2038,4.364898031
GLOBAL,TRAJFUECUXX,2039,4.276083192
GLOBAL,TRAJFUECUXX,2040,4.189075514
GLOBAL,TRAJFUECUXX,2041,4.103838227
GLOBAL,TRAJFUECUXX,2042,4.020335307
GLOBAL,TRAJFUECUXX,2043,3.938531464
GLOBAL,TRAJFUECUXX,2044,3.858392126
GLOBAL,TRAJFUECUXX,2045,3.779883424
GLOBAL,TRAJFUECUXX,2046,3.70297218
GLOBAL,TRAJFUECUXX,2047,3.627625889
GLOBAL,TRAJFUECUXX,2048,3.553812708
GLOBAL,TRAJFUECUXX,2049,3.481501441
GLOBAL,TRAJFUECUXX,2050,3.41066153
